,base,tag
29170,Saturn,subst:sg:gen:m1
29171,klin,subst:pl:nom:m2
29172,Avans,ign
29173,wiedeński,adj:pl:gen:m1:pos
29174,monitować,praet:sg:m1:imperf
29175,Modecki,ign
29176,ciąg_dalszy,brev:pun
29177,całościowy,adj:sg:gen:f:pos
29178,prawnie,adv:pos
29179,atlas,subst:sg:loc:m2
29180,pobudzanie,subst:sg:nom:n
29181,kreatywny,adj:sg:gen:f:pos
29182,indukcja,subst:sg:gen:f
29183,przemienny,adj:sg:gen:m1:pos
29184,indukcyjność,subst:sg:inst:f
29185,mikroelektronika,subst:sg:gen:f
29186,półprzewodnik,subst:sg:nom:m3
29187,dioda,subst:sg:nom:f
29188,tranzystor,subst:pl:gen:m3
29189,analogowy,adj:sg:nom:m1:pos
29190,terminologicznie,adv:pos
29191,merytorycznie,adv:pos
29192,dociekliwość,subst:sg:nom:f
29193,otrzeźwiająco,adv:pos
29194,wytracać,inf:imperf
29195,konsolidacja,subst:sg:gen:f
29196,Floyd,ign
29197,Wiginia,ign
29198,Bahama,subst:pl:loc:f
29199,TP,subst:sg:nom:f
29200,wynajęcie,subst:sg:nom:n
29201,abonencki,adj:sg:gen:f:pos
29202,Koleji,ign
29203,newski,adj:sg:nom:m1:pos
29204,sadowy,adj:sg:gen:f:pos
29205,Dernałłowicz,ign
29206,Helsingforsu,ign
29207,Łukomski,subst:pl:nom:m1
29208,guwernantka,subst:sg:acc:f
29209,Stanislas,ign
29210,Rzeżyca,ign
29211,Rositten,ign
29212,Dyneburga,ign
29213,Inflanty,subst:pl:loc:n
29214,rozbiór,subst:sg:gen:m3
29215,mieczowy,subst:pl:gen:m1
29216,Schanauburgen,ign
29217,Pietropawłowskiej,ign
29218,Kronsztadu,ign
29219,rzemienny,adj:pl:gen:m1:pos
29220,plądrować,pact:pl:gen:m1:imperf:aff
29221,skrupuł,subst:pl:nom:m3
29222,hołota,subst:sg:gen:f
29223,odsiecz,subst:sg:nom:f
29224,totek,subst:sg:gen:m2
29225,Bahrlöwena,ign
29226,Bower,ign
29227,Arkonii,ign
29228,rozstąpić,praet:pl:m2:perf
29229,sanie,subst:pl:inst:n
29230,zapobiegliwość,subst:sg:nom:f
29231,lazaret,subst:sg:gen:m3
29232,ziemianin,subst:pl:loc:m1
29233,niemała,subst:pl:dat:f
29234,zmobilizować,praet:pl:m1:perf
29235,ziemiański,adj:sg:inst:m1:pos
29236,zaprząc,ppas:sg:nom:n:perf:aff
29237,derka,subst:sg:inst:f
29238,starka,subst:sg:acc:f
29239,vol,ign
29240,au,interj
29241,vent,ign
29242,cielęcy,adj:sg:gen:f:pos
29243,crepes,ign
29244,naleśnik,subst:pl:nom:m2
29245,pilzen,ign
29246,takiż,adj:sg:acc:f:pos
29247,kufelek,subst:pl:gen:m3
29248,Papiermühle,ign
29249,Budno,ign
29250,Marszewo,ign
29251,łopatka,subst:pl:loc:f
29252,Zepterem,ign
29253,bytomski,adj:sg:gen:f:pos
29254,Zepterowi,ign
29255,Kościuk,ign
29256,triumfator,subst:sg:gen:m1
29257,zastawca,subst:sg:gen:m1
29258,zastawniczy,adj:sg:gen:f:pos
29259,Syrewicz,ign
29260,Azow,ign
29261,Eurowizja,subst:sg:gen:f
29262,Klara,subst:sg:gen:f
29263,dziennikarka,subst:sg:nom:f
29264,kożuchowski,adj:sg:nom:f:pos
29265,Grabowska,subst:sg:gen:f
29266,przesiedzieć,praet:sg:m1:perf
29267,rachmistrz,subst:pl:gen:m1
29268,spisowy,adj:pl:gen:m1:pos
29269,panteon,subst:sg:gen:m3
29270,Koloseum,subst:sg:nom:n
29271,Borghese,ign
29272,gorzko,adv:pos
29273,wyrzynać,fin:pl:ter:imperf
29274,kilkunastoletni,adj:sg:nom:f:pos
29275,technokrata,subst:pl:gen:m1
29276,rzą,ign
29277,budżetówka,subst:sg:gen:f
29278,sześ,ign
29279,Węgorzewo,subst:sg:nom:n
29280,Gołdap,subst:sg:gen:f
29281,dżungla,subst:sg:gen:f
29282,augostowskim,ign
29283,chody,subst:pl:nom:n
29284,duchowieństwo,subst:sg:gen:n
29285,abuna,ign
29286,koronacja,subst:sg:gen:f
29287,insygnium,subst:pl:nom:n
29288,ukoronować,praet:sg:m1:perf
29289,abisyński,adj:sg:gen:m1:pos
29290,wzdragać,praet:sg:m1:imperf
29291,MSSE,ign
29292,Szmid,ign
29293,Koćmielowi,ign
29294,strzelecki,adj:sg:gen:f:pos
29295,suwalski,adj:sg:inst:m1:pos
29296,karabinek,subst:pl:gen:m3
29297,prewencja,subst:sg:gen:f
29298,KMP,ign
29299,kolegialny,adj:sg:inst:m1:pos
29300,nowoursynowski,adj:sg:gen:f:pos
29301,służewiecki,adj:sg:gen:f:pos
29302,licealista,subst:pl:nom:m1
29303,piecowy,subst:pl:gen:m1
29304,Służewiec,subst:sg:nom:m3
29305,Przedświta,ign
29306,nick,subst:sg:gen:m2
29307,Memory,ign
29308,Syczuan,ign
29309,mnogi,adj:sg:gen:f:pos
29310,społęcznymi,ign
29311,społęcznej,ign
29312,uszeregować,ger:sg:dat:n:perf:aff
29313,absencja,subst:sg:gen:f
29314,usprawiedliwić,ppas:sg:gen:m1:perf:aff
29315,Kalinowska,subst:pl:dat:f
29316,niewykfalifikowanych,ign
29317,inżynieryjno,ign
29318,zużytkować,inf:perf
29319,manager,subst:pl:inst:m1
29320,różnorodność,subst:sg:nom:f
29321,managerskich,ign
29322,managerskiego,ign
29323,165,num:pl:nom:m1:rec
29324,Ghisellego,ign
29325,Blauner,ign
29326,najleprzych,ign
29327,alienacja,subst:sg:gen:f
29328,podwładna,subst:pl:nom:f
29329,Slezinger,ign
29330,cybernetyczny,adj:pl:gen:m1:pos
29331,naukowo,adv:pos
29332,empiryczny,adj:sg:nom:n:pos
29333,współodpowiedzialny,adj:sg:nom:m1:pos
29334,kolektyw,subst:sg:nom:m3
29335,mobilizująco,adv:pos
29336,niepozytywny,adj:sg:nom:n:pos
29337,ochroniarski,adj:sg:gen:f:pos
29338,Stoeckmann,ign
29339,umiarkowanie,adv:pos
29340,demoralizacja,subst:sg:nom:f
29341,Dzieje_(Apostolskie),brev:npun
29342,zakroić,ppas:sg:nom:n:perf:aff
29343,produktywny,adj:sg:gen:m1:pos
29344,rówieśnica,subst:sg:gen:f
29345,dyskryminować,fin:pl:ter:imperf
29346,wycieczkowy,adj:sg:nom:n:pos
29347,stateczek,subst:sg:gen:m3
29348,jar,subst:sg:loc:m3
29349,Jarosławca,ign
29350,myśliwsko,adv:pos
29351,su,subst:sg:nom:n
29352,kolonista,subst:pl:gen:m1
29353,chełpliwie,adv:pos
29354,AA,subst:sg:nom:m3
29355,lekceważąco,adv:pos
29356,eh,interj
29357,zadenuncjować,inf:perf
29358,nieznajomy,subst:sg:nom:m1
29359,przytykać,pact:sg:gen:f:imperf:aff
29360,poić,ppas:sg:nom:n:imperf:aff
29361,ONEK,ign
29362,Onka,ign
29363,zachęcająco,adv:pos
29364,myśląca,subst:pl:inst:f
29365,orgia,subst:sg:nom:f
29366,wyzywać,ppas:sg:nom:f:imperf:aff
29367,pif,ign
29368,paf,interj
29369,zatwierdzać,fin:sg:ter:imperf
29370,saab,subst:sg:nom:m2
29371,AIP,ign
29372,charyzmatyczny,adj:sg:nom:m1:pos
29373,Ahmed,subst:sg:nom:m1
29374,Sah,ign
29375,Masud,ign
29376,talib,subst:pl:nom:m1
29377,zamachowiec,subst:sg:nom:m1
29378,olecko,adv:pos
29379,olecki,adj:sg:nom:m1:pos
29380,21309,num:pl:nom:m1:rec
29381,warsztatowy,adj:sg:gen:f:pos
29382,Pińsk,subst:sg:gen:m3
29383,obwieszczenie,subst:sg:nom:n
29384,Cieluch,ign
29385,Gieschewaldzie,ign
29386,tabor,subst:sg:gen:m3
29387,proMińsk,subst:pl:nom:m3
29388,dwudziestodwuletni,adj:sg:nom:m1:pos
29389,Annaberg,ign
29390,Hochuł,ign
29391,siedemnastoletni,adj:sg:nom:m1:pos
29392,Giesche,ign
29393,Slawentzitz,ign
29394,Sławięcicami,ign
29395,Poloczek,ign
29396,Gogolinem,ign
29397,silesianów,ign
29398,Szramka,ign
29399,Zillmannów,ign
29400,dyrektorek,subst:sg:gen:m1
29401,Szymiec,ign
29402,Forajter,ign
29403,Giszowiec,ign
29404,palik,subst:pl:nom:m3
29405,płotek,subst:sg:nom:m3
29406,Rufin,subst:sg:gen:m1
29407,Wacławkówna,ign
29408,klerykalizm,subst:sg:inst:m3
29409,Rozalia,subst:sg:acc:f
29410,Badurowie,ign
29411,bliźniak,subst:pl:nom:m1
29412,Alojza,subst:sg:gen:f
29413,Paolek,ign
29414,Dorek,subst:sg:gen:m1
29415,Lojzik,subst:sg:nom:m1
29416,pudełkowy,adj:pl:gen:m1:pos
29417,Szeja,ign
29418,Sender,ign
29419,Jo,ign
29420,powiedzioł,ign
29421,kamrat,depr:pl:nom:m2
29422,wciągli,ign
29423,sprać,praet:sg:m1:perf
29424,czterobrygadówka,ign
29425,śpieszyć,praet:sg:m1:imperf
29426,bankowość,subst:sg:gen:f
29427,podyplomowy,adj:sg:gen:m1:pos
29428,Nikiszowcu,ign
29429,demontaż,subst:sg:gen:m3
29430,inwentarz,subst:sg:gen:m3
29431,zmotoryzowany,subst:sg:inst:m1
29432,Roskosz,ign
29433,Facultate,ign
29434,Philosophica,ign
29435,Universitatis,ign
29436,Leopolitanae,ign
29437,Sinki,ign
29438,Witkowski,subst:sg:gen:m1
29439,Kryński,subst:sg:gen:m1
29440,Octobris,ign
29441,szopienickich,ign
29442,kadm,subst:sg:gen:m3
29443,Kasperczyk,ign
29444,niesporek,subst:sg:dat:m3
29445,dwudziestotrzyletni,adj:sg:gen:m1:pos
29446,blank,subst:sg:nom:m3
29447,Halinka,subst:sg:inst:f
29448,przyczep,subst:sg:loc:m3
29449,Fleischerowi,ign
29450,domino,subst:sg:inst:n
29451,Michejda,ign
29452,Ewald,subst:sg:nom:m1
29453,turniejowy,adj:sg:nom:n:pos
29454,kawalerzysta,subst:pl:inst:m1
29455,włócznia,subst:pl:nom:f
29456,Goryszewska,subst:pl:dat:f
29457,reporterka,subst:sg:nom:f
29458,grubiaństwo,subst:sg:nom:n
29459,irytujący,adj:sg:nom:n:pos
29460,Stańczyk,subst:sg:nom:m1
29461,zgrywa,subst:sg:nom:f
29462,kanoniczny,adj:sg:gen:m1:pos
29463,schizofrenia,subst:sg:acc:f
29464,pomóć,ign
29465,GP,ign
29466,wielebny,subst:sg:nom:m1
29467,Maryjan,ign
29468,vel,conj
29469,Maniek,subst:sg:gen:m1
29470,zgładzić,ppas:sg:nom:m1:perf:aff
29471,porywczość,subst:sg:nom:f
29472,grafitowy,adj:sg:nom:n:pos
29473,Harrier,ign
29474,Jesse,ign
29475,macedoński,subst:sg:gen:m3
29476,nudzić,fin:pl:ter:imperf
29477,odmetanować,ger:sg:gen:n:perf:aff
29478,podsadzkowy,adj:pl:gen:m1:pos
29479,Gembarowski,ign
29480,nieelegancko,adv:pos
29481,agresywnie,adv:pos
29482,graniczyć,praet:sg:m1:imperf
29483,tłumik,subst:sg:nom:m3
29484,homologacja,subst:sg:gen:f
29485,lądowanie,subst:sg:gen:n
29486,Ericssona,ign
29487,naprowadzać,ger:sg:gen:n:imperf:aff
29488,gripen,ign
29489,Jegrzni,ign
29490,Rajgrodu,ign
29491,biebrzański,adj:sg:gen:m1:pos
29492,narzeczeni,subst:pl:gen:m1
29493,Terni,ign
29494,Walenty,subst:sg:gen:m1
29495,desperat,subst:pl:gen:m1
29496,Łomża,subst:sg:gen:f
29497,Grajewo,subst:sg:gen:n
29498,Kandyra,ign
29499,wandelia,ign
29500,canero,ign
29501,candirú,ign
29502,Vandellia,ign
29503,cirrhosa,ign
29504,pasożytniczy,adj:sg:nom:f:pos
29505,Trichomycteridae,ign
29506,balzanii,ign
29507,beccarii,ign
29508,sanguinea,ign
29509,Adamowicz,subst:sg:gen:m1
29510,mistyfikacja,subst:sg:acc:f
29511,zauważony,adj:pl:nom:m1:pos
29512,bieżnik,subst:sg:nom:m3
29513,PM,ign
29514,ersted,subst:sg:nom:m3
29515,Oe,ign
29516,gaus,subst:sg:nom:m3
29517,GS,subst:sg:gen:m3
29518,tesla,subst:sg:gen:f
29519,magnetyczny,adj:sg:nom:m1:pos
29520,001,num:pl:nom:m1:rec
29521,MT,subst:sg:nom:n
29522,nakładany,adj:sg:nom:n:pos
29523,PA,subst:sg:nom:f
29524,biegun,subst:sg:nom:m1
29525,polaryzacja,subst:sg:gen:f
29526,majowe,subst:sg:gen:n
29527,fiskus,subst:sg:nom:m2
29528,Jezeli,ign
29529,wspolczynnik,ign
29530,rowny,ign
29531,wartosc,ign
29532,wspolczynnika,ign
29533,rozna,ign
29534,nalezy,ign
29535,przedzialu,ign
29536,<,interp
29537,>,interp
29538,slaba,ign
29539,srednio,ign
29540,pozostalych,ign
29541,Kwiatkoszczanki,ign
29542,Kwiotków,ign
29543,Górski,subst:sg:gen:m1
29544,Kwiotek,ign
29545,Kwiatkowska,subst:sg:nom:f
29546,Dybalską,ign
29547,Certificate,ign
29548,Advanced,ign
29549,English,ign
29550,ISO,subst:sg:nom:f
29551,9001,num:pl:nom:m1:rec
29552,akcesja,subst:sg:gen:f
29553,Wega,subst:sg:inst:f
29554,Hope,ign
29555,Hanlan,ign
29556,Wysokie,subst:sg:nom:n
29557,przyciszyć,inf:perf
29558,barbarzyństwo,subst:sg:gen:n
29559,utknąć,praet:sg:m1:perf
29560,komunikacyjno,ign
29561,spożytkować,ppas:sg:nom:n:perf:aff
29562,sensownie,adv:pos
29563,bigos,subst:sg:gen:m3
29564,zwyciężczyni,subst:sg:inst:f
29565,niuchnąć,fin:sg:ter:perf
29566,wysłanniczka,subst:sg:gen:f
29567,Ouest,ign
29568,2200,num:pl:nom:m1:rec
29569,Mowładi,ign
29570,Udugow,ign
29571,Reuters,subst:sg:nom:m2
29572,zrzeszyć,inf:perf
29573,wozak,subst:pl:gen:m1
29574,wytwórczość,subst:sg:gen:f
29575,Wilkasach,ign
29576,Kalendas,ign
29577,Graecas,ign
29578,jajecznica,subst:sg:acc:f
29579,Taszkient,subst:sg:inst:m3
29580,kufajka,subst:sg:acc:f
29581,ustanek,subst:sg:gen:m3
29582,łomżanina,ign
29583,zasłabnąć,praet:sg:m1:perf
29584,hangar,subst:sg:nom:m3
29585,Romeo,subst:sg:nom:m1
29586,zobojętnienie,subst:sg:dat:n
29587,gdynianin,subst:pl:gen:m1
29588,minisonda,subst:sg:nom:f
29589,przyczepa,subst:sg:inst:f
29590,wyciekać,fin:sg:ter:imperf
29591,chłodzący,adj:sg:nom:n:pos
29592,zdemontować,ppas:sg:nom:n:perf:aff
29593,3100,num:pl:nom:m1:rec
29594,PCK,subst:sg:nom:m3
29595,BGŻ,subst:sg:nom:m3
29596,ABC,subst:sg:nom:n
29597,przybory,subst:pl:gen:n
29598,szukacz,subst:pl:nom:m1
29599,60546,num:pl:nom:m1:rec
29600,fizjks@iftia,ign
29601,univ,ign
29602,gda,ign
29603,pryjąć,ign
29604,wycinek,subst:pl:nom:m3
29605,gradient,subst:sg:nom:m3
29606,9b16v3,ign
29607,pmh,ign
29608,Stanislaw,ign
29609,Sidor,ign
29610,wypromieniowywać,praet:sg:m1:imperf
29611,podczerwony,adj:sg:nom:m1:pos
29612,wychłodzenie,subst:sg:nom:n
29613,racjonalnie,adv:pos
29614,Achilles,subst:sg:gen:m1
29615,okostnowy,adj:pl:gen:m1:pos
29616,internista,subst:sg:nom:m1
29617,niepełnoletni,adj:sg:gen:f:pos
29618,WOŚP,subst:sg:nom:m3
29619,DP,ign
29620,grant,subst:pl:gen:m3
29621,LGGP,ign
29622,psp,ign
29623,zbożny,adj:sg:nom:m1:pos
29624,Grupowiczki,ign
29625,Ravea,ign
29626,AWS'u,ign
29627,odrażający,adj:sg:gen:f:pos
29628,Beenhakkera,ign
29629,Vitesse,ign
29630,biskajski,adj:sg:acc:f:pos
29631,ORP,subst:sg:nom:m3
29632,NATO-wski,adj:pl:gen:m1:pos
29633,ppor,ign
29634,inyych,ign
29635,Pardakoksalnie,ign
29636,istenije,ign
29637,odpowioedzi,ign
29638,soc,ign
29639,iliryjski,adj:sg:nom:m1:pos
29640,serbo,ign
29641,bohaterstwo,subst:sg:nom:n
29642,przyłączać,fin:pl:pri:imperf
29643,UJ,subst:sg:nom:m3
29644,stopka,subst:sg:inst:f
29645,Planete,ign
29646,Petlura,subst:sg:acc:m1
29647,Zydów,ign
29648,przyłączanie,subst:sg:gen:n
29649,portki,subst:pl:loc:n
29650,wstarzymać,ign
29651,Cieślak,subst:sg:nom:m1
29652,tomisko,subst:sg:nom:n
29653,monokultura,subst:sg:nom:f
29654,parędziesiąt,num:pl:nom:m1:rec
29655,kilkudziesięcioprocentowy,adj:sg:nom:m1:pos
29656,wyjałowieć,ger:sg:nom:n:perf:aff
29657,pańszczyzna,subst:sg:gen:f
29658,empirycznie,adv:pos
29659,Chałubiński,subst:sg:gen:m1
29660,ostrobramski,adj:sg:acc:f:pos
29661,Zamieniecką,ign
29662,Grochowska,subst:sg:acc:f
29663,płowiecki,adj:sg:gen:f:pos
29664,612,num:pl:nom:m1:rec
29665,608,num:pl:nom:m1:rec
29666,Wedkarska,ign
29667,miedzeszyński,adj:sg:inst:m1:pos
29668,epothilone,ign
29669,antyrakowy,adj:pl:gen:m1:pos
29670,Ericsson,ign
29671,Singapur,subst:sg:loc:m3
29672,poprzebie,ign
29673,pozamieniać,praet:pl:m1:perf
29674,zmylić,praet:sg:m1:perf
29675,murzyn,subst:sg:nom:m1
29676,kanal,ign
29677,zbijać,ger:sg:gen:n:imperf:aff
29678,STS,ign
29679,dziko,adv:pos
29680,torontońskim,ign
29681,Szczucki,subst:sg:gen:m1
29682,suka,subst:sg:nom:f
29683,Nora,subst:sg:inst:f
29684,Neryssie,ign
29685,Długoborski,ign
29686,Paoli,ign
29687,cęgi,subst:pl:loc:n
29688,posępnie,adv:pos
29689,Diego,subst:sg:nom:m1
29690,plejada,subst:pl:gen:f
29691,przełamywać,fin:sg:sec:imperf
29692,nocnik,subst:sg:loc:m3
29693,Roder,ign
29694,Sinai,ign
29695,Hospital,ign
29696,Kanadyjczyk,subst:sg:nom:m1
29697,Roderów,ign
29698,zlustrować,ger:sg:nom:n:perf:aff
29699,żagiel,subst:pl:inst:m3
29700,Newyorker,ign
29701,grajcar,subst:sg:nom:m2
29702,farmer,subst:sg:loc:m1
29703,kary,adj:sg:gen:f:pos
29704,klacz,subst:sg:gen:f
29705,Aleks,subst:sg:nom:m1
29706,bongo,subst:sg:nom:n
29707,Podolca,ign
29708,Creek,ign
29709,Village,ign
29710,Niagara,subst:sg:nom:f
29711,Jays,ign
29712,biedronka,subst:sg:nom:f
29713,Gonsik,ign
29714,Nowogródek,subst:sg:gen:m3
29715,krówka,subst:pl:gen:f
29716,spryskiwać,fin:sg:ter:imperf
29717,chmara,subst:sg:inst:f
29718,śpiewny,adj:sg:inst:m1:pos
29719,kresowy,adj:sg:gen:f:pos
29720,3800,num:pl:nom:m1:rec
29721,namiętny,adj:sg:gen:m1:pos
29722,skrzywić,praet:sg:m1:perf
29723,Borski,ign
29724,Label,ign
29725,posmakować,inf:perf
29726,detektywistyczny,adj:sg:nom:n:pos
29727,Nemezis,subst:sg:nom:f
29728,brand,subst:pl:nom:m3
29729,wóda,subst:sg:acc:f
29730,conajmniej,ign
29731,wójtostwo,subst:sg:nom:n
29732,1473,num:pl:nom:m1:rec
29733,1362,num:pl:nom:m1:rec
29734,dotrwać,inf:perf
29735,wygon,subst:sg:nom:m3
29736,skotnica,subst:sg:inst:f
29737,salezjański,adj:sg:gen:m1:pos
29738,ah,ign
29739,zaprojekto,ign
29740,nierówno,adv:pos
29741,wychowawstwo,subst:sg:nom:n
29742,menadżerski,adj:sg:acc:f:pos
29743,współczuć,praet:sg:f:imperf
29744,popalić,inf:perf
29745,Reiffa,ign
29746,PAX,subst:sg:nom:m3
29747,jedyne,subst:sg:gen:n
29748,nakładca,subst:sg:nom:m1
29749,oślepiać,fin:sg:ter:imperf
29750,naradzać,praet:sg:f:imperf
29751,przesypywać,ger:sg:inst:n:imperf:aff
29752,torebeczka,subst:pl:gen:f
29753,getr,subst:pl:nom:m3
29754,opaska,subst:sg:acc:f
29755,przeterminować,ppas:sg:acc:f:perf:aff
29756,salicylowy,adj:sg:nom:m1:pos
29757,nekrolog,subst:sg:gen:m3
29758,Haberda,ign
29759,przygważdżać,fin:sg:ter:imperf
29760,Ţe,ign
29761,demografia,subst:sg:gen:f
29762,artefakt,subst:sg:inst:m3
29763,zaklasyfikować,ppas:sg:gen:m1:perf:aff
29764,podklasa,subst:sg:dat:f
29765,PKD,subst:sg:nom:f
29766,oheblować,ppas:sg:nom:n:perf:aff
29767,przepakowywać,ger:sg:gen:n:imperf:aff
29768,medalista,subst:pl:gen:m1
29769,gnida,subst:sg:inst:f
29770,złodziejstwo,subst:sg:nom:n
29771,potulnie,adv:pos
29772,ktorą,ign
29773,islamista,subst:pl:nom:m1
29774,odrastać,fin:pl:ter:imperf
29775,Kaczor,subst:sg:nom:m1
29776,zaczepka,subst:sg:gen:f
29777,SLD-owski,adj:sg:nom:m1:pos
29778,kontrkandydat,subst:sg:gen:m1
29779,Dubrowce,ign
29780,obezwładniający,adj:sg:gen:m1:pos
29781,chlorobenzylidene,ign
29782,malonitrile,ign
29783,rozpędzać,praet:pl:m1:imperf
29784,wytyczyć,ppas:sg:acc:f:perf:aff
29785,Drefreggental,ign
29786,przysypać,ppas:sg:inst:m1:perf:aff
29787,grzanka,subst:pl:gen:f
29788,rosołowy,adj:sg:acc:f:pos
29789,serek,subst:pl:nom:m3
29790,śmietankowy,adj:sg:nom:m1:pos
29791,zaabsorbować,ppas:sg:gen:f:perf:aff
29792,delicja,subst:sg:gen:f
29793,święconka,subst:sg:gen:f
29794,nooo,ign
29795,wymoczyć,praet:sg:m1:perf
29796,karkówka,subst:sg:nom:f
29797,ładować,pcon:imperf
29798,paluch,subst:sg:inst:m2
29799,wynajdywać,ger:sg:gen:n:imperf:aff
29800,przegadywać,inf:imperf
29801,szatynka,subst:sg:gen:f
29802,cer,subst:sg:loc:m3
29803,dalia,subst:sg:nom:f
29804,śmietanka,subst:sg:nom:f
29805,nawilżający,adj:sg:inst:m1:pos
29806,Tilia,ign
29807,Avit,ign
29808,Mcchety,ign
29809,jedenastowieczny,adj:sg:gen:f:pos
29810,Samtabro,ign
29811,cesarzowa,subst:sg:gen:f
29812,Nany,ign
29813,mirra,subst:sg:gen:f
29814,witeź,subst:sg:gen:m1
29815,tygrysi,adj:sg:nom:m1:pos
29816,szot,subst:pl:nom:m2
29817,Rustawelego,ign
29818,doradzić,fin:sg:ter:perf
29819,perfumeria,subst:sg:gen:f
29820,MDM,subst:sg:nom:m3
29821,plansza,subst:pl:nom:f
29822,majteczki,subst:pl:nom:n
29823,156,num:pl:nom:m1:rec
29824,doktorancki,adj:sg:nom:n:pos
29825,zajadać,fin:pl:ter:imperf
29826,usprawnienie,subst:sg:gen:n
29827,Żylinie,ign
29828,Panasia,ign
29829,Tomczak,subst:sg:nom:m1
29830,przygnieść,ppas:sg:nom:m1:perf:aff
29831,sterowniczy,adj:sg:inst:m1:pos
29832,wierzący,subst:sg:gen:m1
29833,braterski,adj:sg:acc:f:pos
29834,Liturgiii,ign
29835,Bocheński,subst:sg:nom:m1
29836,Pruszyński,subst:sg:nom:m1
29837,Skwarczyńskiego,ign
29838,Cata,ign
29839,endecja,subst:sg:gen:f
29840,Nowosada,ign
29841,Szachnowskiego,ign
29842,Oleśnica,subst:sg:gen:f
29843,antagonista,subst:pl:gen:m1
29844,Dynaka,ign
29845,płaneta,subst:sg:gen:f
29846,powyborczy,adj:sg:gen:f:pos
29847,punktować,praet:sg:m1:imperf
29848,koalicjant,subst:pl:dat:m1
29849,niedostateczność,subst:sg:gen:f
29850,przeładunek,subst:sg:inst:m3
29851,ładunkowy,adj:pl:gen:m1:pos
29852,wodowanie,subst:sg:gen:n
29853,nietypowo,adv:pos
29854,różnokolorowy,adj:sg:nom:n:pos
29855,antykorozyjny,adj:sg:nom:n:pos
29856,przemalować,ppas:sg:nom:n:perf:aff
29857,jednolicie,adv:pos
29858,Sobecki,ign
29859,stępka,subst:sg:acc:f
29860,kulturowo,adv:pos
29861,globalność,subst:sg:inst:f
29862,homogeniczność,subst:sg:gen:f
29863,lokalność,subst:sg:inst:f
29864,wszechogarniający,adj:sg:gen:f:pos
29865,wyobrażeniowy,adj:pl:gen:m1:pos
29866,całościowość,subst:sg:gen:f
29867,zmienność,subst:sg:nom:f
29868,róża,subst:sg:inst:f
29869,jąkanie,subst:sg:gen:n
29870,przywyknąć,praet:sg:m1:perf
29871,wygryźć,praet:pl:m2:perf
29872,roporządzeniu,ign
29873,pita,subst:sg:nom:f
29874,bulterier,subst:sg:nom:m2
29875,perro,ign
29876,Presa,ign
29877,Mallorquin,ign
29878,Canario,ign
29879,tosa,ign
29880,inu,ign
29881,rottweiler,subst:pl:nom:m2
29882,akbash,ign
29883,anatolian,ign
29884,karabasha,ign
29885,owczarek,subst:sg:gen:m2
29886,kaukaski,adj:pl:inst:m1:pos
29887,nienagannie,adv:pos
29888,Karziewicz,ign
29889,podrosnąć,fin:sg:ter:perf
29890,rozciapciane,ign
29891,Gard,subst:sg:gen:m1
29892,fiszera,ign
29893,pomarańczowo,adv:pos
29894,miauczek,ign
29895,porezerwowane,ign
29896,enteen,ign
29897,roz,ign
29898,zawijać,pcon:imperf
29899,taliowany,adj:sg:nom:n:pos
29900,zniżka,subst:sg:gen:f
29901,niunia,subst:sg:nom:m2
29902,zapodać,fin:sg:ter:perf
29903,niedefiniowalność,subst:sg:gen:f
29904,kreatywność,subst:sg:gen:f
29905,konotacja,subst:pl:nom:f
29906,bezcielesny,adj:sg:acc:f:pos
29907,konotacyjny,adj:sg:nom:m1:pos
29908,uszczegółowić,ger:sg:inst:n:perf:aff
29909,skraweczek,subst:sg:loc:m3
29910,ziemniaczek,subst:pl:nom:m2
29911,pookrychane,ign
29912,nubuk,subst:sg:nom:m3
29913,mać,subst:sg:nom:f
29914,Tekille,ign
29915,dworzu,ign
29916,fola,subst:sg:gen:f
29917,mormon,subst:sg:nom:m1
29918,bilon,subst:sg:gen:m3
29919,prawka,subst:sg:voc:f
29920,osiemset,num:pl:nom:m1:rec
29921,tenisówka,subst:pl:gen:f
29922,ringo,subst:sg:gen:n
29923,Bojewie,ign
29924,klepak,subst:pl:loc:m3
29925,kre,ign
29926,Gienia,subst:sg:gen:f
29927,sprasować,ppas:pl:gen:m1:perf:aff
29928,przeciwpancerny,adj:sg:nom:m1:pos
29929,zaminować,ppas:sg:nom:n:perf:aff
29930,nieplanowy,adj:sg:nom:n:pos
29931,załadowywać,ger:sg:gen:n:imperf:aff
29932,desant,subst:sg:gen:m3
29933,rozpoznawczy,adj:sg:nom:n:pos
29934,dywizyjny,adj:sg:gen:f:pos
29935,OND,ign
29936,marszowy,adj:sg:inst:m1:pos
29937,scentralizować,ppas:sg:gen:m1:perf:aff
29938,odwód,subst:sg:loc:m3
29939,ideowo,adv:pos
29940,podchorąża,subst:pl:gen:f
29941,dydaktyczno,ign
29942,dowodzenie,subst:sg:nom:n
29943,pułkowy,adj:pl:gen:m1:pos
29944,uogólnienie,subst:pl:gen:n
29945,treściowy,adj:sg:gen:m1:pos
29946,pozawojskowy,adj:pl:gen:m1:pos
29947,wieloprzedmiotowy,adj:sg:acc:f:pos
29948,teoretyczno,ign
29949,niegodziwy,adj:sg:nom:n:pos
29950,naówczas,adv:pos
29951,kipiel,subst:sg:nom:f
29952,goreć,pact:sg:nom:m1:imperf:aff
